keys|values
https://www.facebook.com/kashif.mahmood.79/videos/pcb.1916852691670059/1916848221670506/?type=3&theater|1
iran,|2
decided|10
mocha,etc.|4
media_gardi|1
vc|4
villages,so|1
show..their|1
vulgarity...plz|1
blackmailing|98
feminism,|1
https://www.instagram.com/p/bwc8r2sglsl/|2
badmaashi|1
saaflin|1
som|1
messages|7
appologize.|1
baaned|2
/arguments|1
anchors,|8
producers.|4
wil|2
road.|2
devil,|1
because,|1
dark|17
starring|3
nanhi|1
mental|53
website|27
3pm-4pm.|1
others..jst|1
aakhri|1
on-airing|3
gum|7
activist/lawyer/public|1
puting|1
time?|2
distributor|1
slip|2
oppo|147
court.|43
controversery|1
poluted|1
abducted.|1
jayyed|1
sectorism|1
shes|6
flat|1
falsehoods|2
fiqas.|1
commnader|1
frankly,|1
aftab,|1
news,plz|1
cultures|13
wing|4
decreases|1
solid|28
etrmel|2
aired????????|1
neglected|4
old.|1
(k),|2
mujra|24
forexample|2
actress.its|4
general|134
distort|2
sugeestion|1
(saww)|1
http://kiopertoer.com/|4
esteemed|4
againt|25
inhumane.|1
chonit|1
qawali|2
disagreed|1
tooked|1
involving|18
reputations,|1
that??????|1
internationally.|4
pervaiz|17
wariyat).|1
welcome|5
empower|1
etiquette|2
andaz-a-sitam|1
yesterday,|9
grow|6
condom.|6
almighty|9
pieces.recently|1
aqeedo|1
inks|1
eachother.|2
fault.|2
kalaam|1
photage|20
anchors/journalists|1
sindh|2198
aalams|1
systematically|1
karana|1
presentation|31
existance.|1
karo.|2
killings|6
immdiately|1
clicked|1
knidly|1
rana|2
taseer.|2
backs|1
acts..|2
rs.|4
monsters|1
aisi|2
riots.|4
velgour|2
growth|2
asset.|1
notice|1044
revolt|3
expect|7
standard|51
https://www.facebook.com/mubeenthemustacheman/videos/692621347581808/|21
clothes|97
asey|5
kokaub|1
unlicensed|4
speak|150
situations.|1
aslaam|1
edit|4
hlmet|2
tohen|1
(report|1
;|29
government.the|1
radiculous..|3
man.as|1
emotions.|6
sect-ship|1
wrongful|1
worthy|3
administration.he|1
exercise....what|1
provoking|87
year...|1
helped|2
din|40
misinformation|11
amount|77
poisons|1
pati|1
feature:|2
bengali|1
fikr|1
65|2
impliment|12
,host|2
faryal|1
injustice.|4
....and|2
boys(|1
bols|19
appealed|1
ashiqan|1
vilance.|1
vilations|1
https://m.facebook.com/story.php?story_fbid=691485091024132&id=100004879420514|1
cognitive.|1
august|25
upto|2
apologize..|1
a-o-a|2
kre|2
sheya|1
millions|50
responses.|1
evident|3
panelties.|1
waheed)|1
2019,|1
paece|1
family.more|1
heartiest|2
liyae|1
nanga|1
https://www.facebook.com/peopleofpakistanofficial/videos/1768939026464843/|1
aaisay|1
immeddiate|1
content/paedophilia|1
quran,|5
tube|4
wisdom|1
akhrat|1
https://www.youtube.com/watch?v=_50361pop7s|1
takv|1
continuation|1
responsible????|1
misguide|14
harasments|1
disopointing.|1
ground|8
filed|27
produced.|4
personlaity|1
transmition..|1
aag|2
hell!|1
today,|12
examination|2
https://www.youtube.com/watch?v=lpwpio1coue|1
misannotates|1
permenently...|1
krwata|1
want.to|1
nation..in|1
thankfull|9
channals.|12
#arshadsharif|1
informer|1
screaming|8
another|107
24-05-2018.|1
background|76
)on|1
sauids,|1
wring|2
shoukat|2
man.|24
ramadaan.|1
sometime.|1
abilities|2
alnoor|1
sincerely|20
stone|2
kharab|9
regards|203
phusto|1
offensive...|1
costing|1
stooges|1
sin.|29
germany|1
yazeedies|1
sath.|1
thirst|1
owais|1
discount|1
apear|1
mice|1
(0312|1
scrww|1
hit|20
exploits|1
ziadi|1
#justiceforzainab|1
regulatary|15
islam,|74
widely|49
plas|1
option|5
contravesial|1
whats`s|1
togerher|8
shortage.|1
gunah.|1
jis|5
ratings..|7
dr.khalil|1
worker.|1
cahanel|1
kafirs|1
jock|1
revise|6
serialised|1
orientation|1
corresponding|2
documentaries.|1
japanwala|25
acceptance.|1
axact|4
molting|1
nasir.|102
shampoo|8
any,|1
phsycologically|1
bravely|1
toyed|1
16-05-2017..|1
students|73
roomi|4
advertisment|33
vanished|1
#boycottbol|1
tail|1
kindly.|1
ppc.|2
ulma-e-karam|2
show,cricketer,officer|3
monthly|2
own.|35
himhim|1
dont,|1
ka.|1
+966565872978|1
reffrerence|1
grandpa|1
follow.|4
proverbs|4
somthing|1
threat,|1
candle|1
condemn-able|14
live,everyone|14
raha.|1
schollars.|1
ratings.|56
hegemony.|1
firka-wariyat...|1
seriously.|12
mastery|1
show,while|1
gratuity|2
demeans|1
vote.vote|1
apostasy.|2
rapped.|1
namaz,|1
#bbc|1
condemnation|3
ghumman,|1
......program|1
together..|1
19:30|1
perfomred|1
provide|55
bond)|1
salute|3
qrai|1
represented|11
limitations|6
destabilization|1
fr9m|1
rally.|1
genral|2
inediate|1
immidetly.|1
songs,also|3
variat|2
(https://www.facebook.com/sajidapna/videos/691481411024500/)|1
man.plz|1
carster|1
exercise|11
..suck|3
27|5
instituation.|1
pre-recorded,|1
holiness|2
rakho|2
latrine|21
f|6
competiton|1
law-abiding|1
liaqat...............a|1
ahrate|1
separate.|46
appear|53
prepared|3
roger|1
includes:|3
commonplace,|1
dresses.women|3
paganism|2
blasphemy,inciting|1
verdicts.|1
composed|1
quaid,|1
journalism.|38
(pemra)|1
sugestion|3
thieves|4
muslimah|1
ad.|76
contentions|1
(josh|14
togather|2
toothpaste|18
(firqawariat).|2
18:00|1
african|2
kiran|2
proofs.kindly|1
aysay|2
zulfiqar|2
straight|48
preagnant|1
https://web.facebook.com/sabsepehlaykarachi/videos/1178267102315473/|1
following.|2
only.|73
receiving|15
hatred..amir|1
territory|2
this?.|3
munir.|1
grudges.|1
parameters|2
weaken|1
women,and|1
speecih,|1
u|434
preplan.|1
educationist|1
keeping|33
exercising|3
restriction|11
shatan|1
resorting|2
book.in|1
sacrifices|12
used.|4
tul|1
bismillah.it|6
dancer/theatre|1
modest.|5
interrupt|5
hoga;|1
(ta|1
sc.|1
appeared,|2
apple|4
25/01/2017|5
spend|1
sisters.|2
arb|1
beyong|1
forwarding,|1
next|70
levels.|1
holidays|4
commit|17
regulate|80
toilet|4
scholer.|1
air...n|1
illiterates|1
committee|60
privileged|1
longer|19
rest.|1
studing|5
right|395
baaqi|3
response.|6
shaista|27
3.investigate|1
feel|81
distrust|1
dance?how|4
fees|12
entering|23
nation!|1
ul|29
larticipant|1
germany)|1
dreasing|2
earning|15
chah|1
mob..|1
make|945
money??|1
area.|7
dodgy,|1
(s).|1
harmfull|5
offair|3
foregone,|1
.thans|1
millions.|1
last.|1
http://funkarachi.com/videos/abb-tak-crime-reporter-caught-blackmailing-family/|1
fights,|1
normalization|27
bed,|1
ppl.we|1
always.|1
circle...|1
wazirs|3
hotline|1
li|2
alim.|5
16/08/2017|1
wild|3
dilemma|1
simultaneously,|2
newborn|1
distances|2
nasa|4
plant|6
sleeping?|1
sexualization|6
aj|14
remains|6
research|48
faysal,|6
sufficient|4
nasir..|1
jst|3
allegations,|6
saww|11
hateful,|1
ghost|2
petra|2
elimination|9
boll|106
ary:|1
course|3
gulalay.he|1
pregnant|130
sabeen|1
.if|5
disturbances|7
copies|2
sohaib|1
partition|1
hindo|1
essay|1
karwaye|1
repeatedly|79
taikshow|2
humbley|1
pakistan.our|1
resolution|2
planne|1
actually.|1
propagators.|1
human...|1
prgrm|3
condemn-able.|1
manahil|1
only..|3
makin|4
liuaqat|2
hogi|20
babies.|27
stupidities|1
kro.|2
history|90
retaliation|4
habib|3
dead.india|1
undermine|7
pro-indian|2
riffles,|7
hoodbhoy.|11
on24th|1
nazi|1
nd|117
viewers.|33
slapping|16
khani.|1
defenceless|1
sukkur,hyderabad,|11
verification|5
needfull|1
program...on|1
spotlight.|1
sandila|6
(15|1
factually|1
criticized|10
https://m.facebook.com/story.php?story_fbid=775382695955953&id=226181220876106|1
superstitious?|1
suspected|2
needed,|1
askari|1
lifted|4
ilahi|1
bastard.|1
permanent.|2
questuon|1
incitement|97
bhotni|1
authorities,i|1
blockage|1
injustice|27
naats,|1
phone|87
http://www.zemtv.com/2018/01/31/where-is-pemra/|1
bowing|1
aanir|1
soap|43
bothers|1
anther|1
fighting.|1
action..thanks...!!!|2
decide.|2
levelling|11
!!!.|1
qusur|3
boosts|1
transmission|744
a)|1
pettern|1
,pakistan|1
character.|6
boundaries|12
anti-pakisan|1
fir|30
and.incitement|1
sensationalizr|1
islam.yesterday|2
chahi|1
https://www.facebook.com/sajidapna/posts/691482637691044|1
speak.|1
pakistan,geo|1
applied.|2
proudly|4
amy|4
fowl|1
field.|3
(eng|5
view,|2
enforce|12
visual|26
terminating|2
14,|2
krna|4
concentrate|1
others|177
month,this|1
nasur|2
is?,maybe|1
gandy|1
abusement..|1
smugglers,and|1
pml(n)|1
banamirliaquat|1
psl.|3
aamur|1
socity,|13
handheld|1
delete|11
occurrences|5
hype|6
huoy|2
sect.|45
kiraam|1
offences|1
age.|51
http://worldnewsdailyreport.com/disclaimer_/|1
town)|2
aamirs|2
milnay|2
unintentionally,|1
war|81
embarassing.|2
humbled|5
instigates|3
resultently,|1
warrants.|1
conjunctions|1
ex|27
lived|1
disobedient|14
ifg,|1
support,|2
recant|1
liquait|1
viciously|1
interest.|6
naarae|10
ages.|3
achakzai,|1
century,|1
hatterd|1
ahle|73
dhoom|1
behavior,|4
trials,|1
demean|2
https://www.youtube.com/watch?v=wftj2s7l4ae|1
rating|202
realities|2
pay,|1
sectarion|1
broadcasting...|2
correlation|1
doing,|3
necessary.|4
also,|30
38e|2
performances|6
conspiracies|5
shazia|2
90s.|1
mubarak|6
psychological|67
(cid,|1
gracefull|1
times.i|14
ironically|9
uneasy|6
baltistan,|1
disgrasing|5
permanently...|1
witch|4
corporation|1
banned....he|1
zaraey.|1
(27-03-2018)|1
11:30|2
aou|1
hinslef|1
hayat|3
objected|1
coverge|1
meets|2
ayse|3
(because|2
show.....due|1
ignited|5
deens|1
hours.|13
(or|1
flew|1
permanently!|1
minds.|29
feelings..|1
,najam|1
pieces|2
fack|6
kpk.|11
scenario|11
one|1119
abhi|1
madam,|6
accountable..|1
majour|1
rawalpindi|3
condtion|1
asking|46
doctor,|3
insrances|1
sects....he|1
group.no|1
behaving|5
trason|1
https://www.youtube.com/watch?v=jnipyr4imoi|1
health|21
qayamah|1
https://www.facebook.com/bolnetwork/videos/1426725287438404/?comment_id=1426942827416650&notif_id=1514452365612346&notif_t=feedback_reaction_generic|1
sarcastic|2
accros|1
gunnah....|1
-_-|1
lodhi....|1
protocol|2
screens|9
slope|1
tilawat|1
liaquts|1
arise.|1
proof.galat|1
last|259
abomination|2
impossible|5
that,|67
2017.it|1
jardari.|1
tez|2
22:58|1
gandhara|1
generalize|8
far|61
dein|6
restored.|1
wat|1
(specially)|1
myself,|2
dates|5
him.|147
non-muslims|2
(7pm|1
controvertial.|1
terminology.|1
parsa|1
fold|1
alykum...hope|5
kanjaries|1
exercises,naat|1
antics|1
kha|4
perspective|38
islam.he|3
theh|1
larkion|1
experienced|1
workers|3
dor|5
faithfully|1
liquid|5
shirts.it|1
masalaik|1
raaz|5
wrongs|1
soling|2
show.on|1
bear|27
comercial|1
ass|7
transmission.take|1
image!!!|1
telecast?|5
.karachi|20
punjabis|2
homosexual.|1
intimate|28
dragged|13
revealing|12
(ban)|1
naik..|3
voilates|1
definitly|1
orderd|1
hadeeth.|1
molestation|2
sensationalism.|2
strategic|11
hand,|1
shop.|2
waited|1
banned.why|14
gettinh|1
,u|2
pact|1
interested|2
javeed|1
restricted|72
once,since|1
spit|1
aalam|6
opposition|2
tow|1
olivia.|1
uncovered|28
offended|17
sitting|55
phayla|1
hate-speech|9
egomaniacal|1
obe|4
ha!!!|4
broadcasting.its|1
ajanda|1
initially|5
actin|1
settlements|2
zakir)|1
muslim.why|2
kganzada|1
kindy|3
foido|2
http://dziennik-www.pl/recykling-metali-szlachetnych/|2
#respectteachers|13
provocative.|2
together...|1
qabristan|1
baptize|1
fittna.|2
languages.|7
carefully|15
reasoning|3
moosa|2
returned|1
naozbila|1
repeat.|1
http://www.uteatralizowac.info/przemysl-i-budownictwo/skup-platyny/,|2
bastards|3
upper|4
bised|3
war,|5
reaction.|1
islaam|1
citzens|1
stoped?|11
choices|1
conduct:|20
ramzaan|4
linking|2
voilnce|1
fruits|1
sectionlism|1
misrepresentation|1
pushtuns|1
roko.|3
adds.|7
realized|1
condition..|1
diverse|5
socity..|2
gaps|1
eighties.|6
generating|1
(aesay|1
aback|1
charaxter|1
make.|1
...i|9
,against|1
amir.|3
chenel.|1
tak...and|1
feasible|1
perfume|21
cream|11
judge,jury|1
pakistan????|2
background.|70
transgenders|5
goonism|1
yaseen|1
muslamano|4
(brutal|1
standard/code|1
wants.there|1
beautician|2
disrespecting...|1
anchor,|11
ang|10
objectifying|16
accordingly.|10
finalised|1
couture|2
dangering|2
news...my|1
man!we|1
traitors!|32
youngsters|6
banned.or|1
hang|36
gazetter|1
bullets,taking|1
(extreme|1
@9:30-10pm|1
entertainor|1
attice|1
condition.|3
alif|5
context.|3
polarized|3
gains.we|1
heres|3
programme|427
constitution.|28
vulgarity,|36
illegal,|4
sukkur,|1
dears|1
second|38
tae...|1
qmob|19
qaum,|2
wazeee|1
juanid|1
pleasent|1
libellous|1
highcourt|2
censoring|3
compensate|2
https://tribune.com.pk/story/1244173/women-big-bums-healthier-science-says/|1
conducts|10
valid.|2
biogot|1
mujra...|1
ln|1
discussions|19
finally,|1
tallat|2
regulated|34
shoot|4
endangerment|2
encouraged.|6
azam.|2
tye|2
mateerah|1
county|3
bazari|1
mainstream|24
maner|1
menthol|1
liaquat?|1
wirana|1
show.....|1
unreligious|2
tirade|4
females)|1
7-15|1
humilited|1
super,why|1
date|47
resident|32
servant|4
v|8
thrown|4
crew..|1
provence|1
look/investigate|1
right?|2
bhai|6
period|10
assumes|2
helm,|1
pronouncing|1
danger!|1
tera|1
establishment|17
brogram|1
reference.|8
,express|1
suisider|1
:)|4
replace|24
man?????????|1
aaps|2
baat|138
ramp.|1
harmful|47
accidents|4
anti-armed|1
resolve|40
strokes,|12
10,000/-|1
times...|1
parody|1
intermix|1
limited,roza|4
movie|94
aftet|1
spain..barcelona|1
nayak.|3
reports.|4
run|144
ive|17
fact,|5
components|1
religiousesly|1
ankership|1
bigg|2
wings|1
relatives.|1
shalwar|1
overseas.|1
metrial|1
anymore!|2
banned.....|1
cahnnel.|1
parson|1
nickolodian.|2
par,|2
thees|1
audiance|2
hypocricy|1
hap|1
setting.|1
hsy|2
karo|2
haneef|38
task|2
host/achor|1
,as|1
apparent|2
death,|3
happen.|8
fined|105
entertainment|226
factionalism.|1
endanger|30
caller|29
risk..|2
goveenament|1
begins|1
reputation,|1
assure|16
todays|23
najim|2
corruption.|10
ahlehadis|1
intolerable....|1
alayehi|1
secretarian.|1
restrict|79
woithout|1
bna|1
successfully|6
mehndi|18
beliefs.what|1
#india_bollywood.|1
apluss|1
zero,|1
urgently.|6
scarf.|3
rahty|1
do,|1
action,pls|1
skirts,|2
advancement|12
level,|3
chennai|3
appalled|3
stake.|1
regreted..|1
mostly...we|2
revoke|14
imposing|15
libelous|2
nurse|1
animalistic|1
yard|1
hypocritical|3
maktabe|1
aalam.|3
liyaqet.|1
sagarianatism|1
(dharel)|1
3|106
talking/commenting|1
vulager|1
detoll|35
tnfj|4
abtak|25
..pemra|1
achakzai.|1
hussainis|1
month|232
innoest|1
ramazan.|33
,language|1
naik|170
ulma..|1
injury|2
relaxation|1
zaker|1
convey.|1
britian|1
satellites|3
involoved|1
bigoted|1
clerics|3
firqawariet|1
day,at|1
qurell|1
clothes,that|10
rhetoric|1
hussain,who|1
embrace|3
his,|1
thr|7
slips|1
involed|1
grateful|7
vigilance|1
husaaii?|1
previously.|1
norani,with|1
wednesday...the|1
demoralize|2
happy,|3
silly|4
officers|9
right....|1
on15july2017|1
nir|1
thess|1
demotivating|1
heretics|1
devolping|2
plus.|3
ruby|10
hue.|1
.dont|1
hussain.he|2
song|58
mock|2
dancing.|38
bios|1
anarchy...|1
insane|10
case....media|1
nurture|3
certifications|1
devilish|1
virginity|1
clarified|3
(sister-in-law).|1
rehman,in|1
liyaqat|146
sympathy|2
(scholar)|1
universty|3
itsekd|1
dramy|1
hrmony|1
#peace|3
makih|3
completly|5
god.|1
moy|1
oriya|1
rhi|4
deem|2
sibghatullah|1
lewd|8
malicious|39
allotment|10
india-funded|10
muhtasib|1
ti|2
honestly|4
transmissions)|1
1|100
aow|2
anti-pakistan|50
speech..|4
communitties|1
https://www.facebook.com/ibpti.pk/videos/pcb.162535064394567/162534637727943/?type=3&theater|1
cetizen|2
view...&|1
quraan,|4
.episode|1
haal|1
norrani,|1
sensor|30
t-shirt,|4
muslims!|1
hole|3
values.thus|1
uncensored|1
ahow|2
illegally|9
public.how|1
discussion.and|1
credits|1
imminently|1
ahl-e-hadees|4
letter|52
cartoon.|2
education.|39
banata|1
them,why|1
happiness|3
goons|4
chanels.|4
awwal|1
magic.|3
hrcps|1
..mentally|1
prostitution,showing|1
populated|2
riot|5
deciding/taking|1
everythibg|1
society.|359
planet|2
wind|2
nam|3
martyrdom|3
nsubstantiated|1
banmed.|1
push|11
gujrati|1
medium|12
shetaan|1
bad.|14
hukam|2
cahck|1
sir,it|1
pakistni|5
instance|5
guests.there|1
christians|3
https://www.youtube.com/watch?v=p4_-n9ffqie|1
aout|1
(no|1
hv|2
country.sahir|1
complaint?|1
ramzan,|9
attacks?|1
insatiate|27
interject|13
disaster.|9
mean.|2
unlike|2
semi|31
industry|62
..you|9
assessment.|1
dene|1
relihion|1
damgaing|1
quick|33
minimize|29
(involved|1
show)|4
mehmood|3
rang.|1
ifttar|1
headlines.these|1
4/5|3
showbol|1
verifying,|1
smoking|5
empliment|1
sorts.|1
jokes|8
hostage|1
darya)|1
theological|27
mansoor|1
norani..|1
those,|1
represenatative|1
stripped|6
peace,|7
omah|2
action|3332
refusing|1
airs|11
requssted|1
stature.|1
sticked|1
firqawaran|1
address,|1
bahria|89
neem|3
waryat|2
dok.|2
f.i.r|4
interference|1
bubbun|1
gamble|1
news..|35
.or|1
33|27
fasle|1
victum|1
update|17
(17|1
request...thanks|1
frm|4
daughters,|27
noorani.the|1
sins|2
confess.|1
governor|1
predom|1
mustehsan|1
aaledging|1
abtal|1
....we|2
amon|1
kid|5
*meri|1
group|277
thses|13
2017)|8
normal.peoples.|1
soon!|1
kahan|11
anchor,channel|1
misinterpretation|4
lynching|1
alcohol.|2
1/2.|4
register|132
pemrah|1
farooq|49
terminated|4
trauma.|1
,so|4
stores.|1
sindh,balochistan|1
like,,|4
friend,|1
bearable.|4
khaali|2
(0333|1
reopened|1
media....too|1
2018.his|1
norani.|13
rahman,|1
harfe|5
outer|33
recovery.|2
nation..|1
admin:|1
parast|1
scamed|1
instil|3
26|54
findings|1
basted|2
continue|49
shuaib|2
(islam)|1
dies|2
can`t|1
privately|2
mashaal|1
https://www.google.com.pk/amp/s/www.samaa.tv/entertainment/2017/11/former-adult-star-mia-khalifa-set-debut-indian-film/amp/|1
insult,|1
criticise|8
locals|1
litter|1
landline|1
lesbians|1
khaarji.|1
zafar,|1
pemra:|5
regulalr|1
important|82
requeat|1
daikha|1
ascand|1
january.|4
spoil|40
fault...like|1
decades?|1
zubair|2
https://www.youtube.com/watch?v=omqmkzvj4b4&t=111s|1
(tv1)|1
maximum|15
collide|1
complaint|811
show.his|1
lip|2
shock|5
direct|135
http://kioppoerk.com/|2
https://youtu.be/d1f1feo0jqg|1
intimidate|1
defunct|2
teamm|1
sencitive|1
flow|1
conduct??|2
rull|1
hi,|10
,attacking|1
learning|8
thanking|35
talaaq|2
munfiq|1
obsolute|1
divide|358
(baby|1
time.many|1
recemr|1
jatao|1
exemplary|1
amazes|1
martyrs)|1
sara,|1
unbaised.|1
dresses.|7
telecasting.|1
closeness|9
adverse|33
spill|1
permannetly|1
sunnat)|1
models.|5
fixed.|1
simple.|1
away.|5
them,does|1
happens|10
.its|2
notorious|13
jahangir.|1
thi|2
vulgerness|2
strick|42
zaina|1
resposible|1
michael|1
opinion;|1
wealth.|1
sahir/tv|1
grill|1
apparently|12
mothers|3
month...|6
circus...do|6
newly|2
zainbs|1
mistreating|2
stations|27
addressed|6
doc.|1
alternate|2
lodhi,|87
moment|8
replying|1
peaceful|46
published|18
inface|1
propagandas.|1
unusual|2
unacceptable|86
defenders|1
arbitrary|1
5)|4
chanelc.|1
increasing|40
send|134
misbejaving|1
france|5
filthy,|1
peacefully.|2
promotion|49
vad|1
ulemas,|1
welambaooo|1
show>you|1
wasifyat|1
participents|1
decree|1
permission?|1
arranges|1
long.|3
family..|4
crew.|2
skirts|8
clippings|1
sanum|1
hurt.|5
matter..in|1
questioned|5
aethical|1
tender|6
https://www.youtube.com/c/24newshd|1
maseed,|1
bloggers)|1
have.|1
roof|2
contravention|3
yadeeds,|1
saying|145
jangi|1
city.|3
employee|29
laymen.|1
worried|5
https://m.facebook.com/story.php?story_fbid=682233711955886&id=442978642548062&__tn__=%2as|1
injustices.|1
bribing|3
haired.|1
incestors|1
insitigates|1
ale|3
(dont|1
literature|1
uos|1
show,enough|3
inappropriately|2
sexulizing|1
https://www.facebook.com/story.php?story_fbid=1921083401255390&id=593739943989749|1
fil|1
video:|6
aam)|1
relations|53
violent|24
aforementioned|1
earn|18
story,|3
suspended|38
6)|5
firqwariat|1
https://m.facebook.com/story.php?story_fbid=10155198218809101&id=754434100|1
nepal|1
levied|1
falto|2
scandals.|1
public.|45
troubling.|1
ordeal|2
suitatable|55
blesphomy|1
https://m.facebook.com/story.php?story_fbid=499987467020306&id=367577886927932|1
recently,|6
gazette.he|1
ullama|10
debator|6
insight|3
affairs,|1
loaqat|1
shees|1
allah.|26
institutions|113
baat)|1
10,000/|2
minors.|2
prevented|1
toor|3
12:00|4
offciall|1
extrimist|2
asaumptions..leading|1
1)-|1
non-issue|3
namedishq|1
broadcabroad|1
unearthed|1
channel!|9
ahe-hadess|1
read|109
institutions.we|1
i.e,|4
killings.|12
lra|1
barelvism...|1
today...such|1
khatam-e-naboot|1
95%|4
preachers|4
nazzubillah).|2
end,|1
quvi|1
childhood.|2
sugstions|2
naser|2
joker..|1
hindu|30
hyppocrate.|1
space|17
contents...|3
respect..|3
.better|1
approves|1
works,wthis|2
emotions|39
descrimination.|1
harshly.|2
hoisting|1
alquds|2
heroic|1
perversion|1
ghutia|2
resentment|1
a,,|1
man.we|1
chewingum.|3
minister|100
fishy|1
defamation,|2
now...|48
guy.|3
personally.|3
defensive|1
panelty|4
spreeaing|1
bol..|4
lagaya|1
dark.and|1
chance?...|1
grim|8
channel,but|1
video.there|1
republic,|1
propagation|15
(najam|1
should.be|3
etc)|19
culture.we|2
down,|8
cameras..such|1
story!|1
od|3
clothes,|17
revenue|5
laws,we|1
drama:ghar|1
test.|1
risque,|2
inflammatory|7
year,|1
qatari|3
sexualize|3
promised|7
insure|14
19,|30
hoodbhoy,|1
digital.|3
showat|1
vine|2
muslmaan|1
feburary|1
detail|28
berated|1
contents(ipl).we|1
rahmaan|2
fun.of|1
ramadar|1
11.30pm.what|1
qurashi.|2
substantiation|1
sir/madam,aslam|1
pasted|1
adeel|3
storm|1
call|183
blashamers..why|1
conspiracies.|2
similar|16
...kindly|1
pmln.|16
indirectly|37
involvoin|1
stoking|1
again....|1
daru|1
news.this|1
immidietly.|1
avoided.|1
dekhai|1
un|48
unfortunate|9
behlaf|1
kokub|11
expression.|1
duniya|2
suspend|122
tele|3
snake|7
joined|2
poisonous|5
las|2
tanks|1
blood.|1
sindh..|13
house..|3
najum|2
alive|10
enemy,|2
porg|1
population)|1
slander.|4
intersect|1
blashmy|6
turn|64
birthday|2
brotherhood,|1
nevrr|1
entail.|6
aaj|74
senseless,|1
prophet)|1
true,|3
soch|13
flashing|1
misunderstandings.|3
socially.|3
bigotry.|3
..it|1
cheep.|1
alike.|14
trans.|3
religion.they|4
asia|13
objectionable.|4
dialect.|1
performs|1
mula|1
(peace|3
pretex|1
feb.17|1
...!!!|1
comparison|2
